Fund House,Funds,NAV,Fund Type,Minimum SIP,Min_LumpSum,AUM,Returns (1Yr),Returns (3Yr),Returns (5Yr),Sharpe Ratio,Beta,Alpha 
Aditya Birla Sun Life,Aditya Birla SL Advance Fund(G),30.72,Fund of Funds,500,5000,9.7,2.24,5.54,5.74,-0.51,0.17,-0.43
Aditya Birla Sun Life,Aditya Birla SL Arbitrage Fund(G),22.06,Arbitrage Fund,500,5000,5348.8,3.64,3.94,4.85,0.98,-0.01,0.86
Aditya Birla Sun Life,Aditya Birla SL Asset Allocator FoF(G),42.99,Hybrid Funds,500,5000,142.2,-1.97,13.97,9.15,-0.63,0.44,-4.54
Aditya Birla Sun Life,Aditya Birla SL Bal Bhavishya Yojna-Reg(G),13.59,Hybrid Funds,500,5000,614.5,-4.97,9.56,,-0.39,1.03,-5.97
Aditya Birla Sun Life,Aditya Birla SL Balanced Advantage Fund(G),74.3,Hybrid Funds,500,5000,6745.2,-0.56,11.02,8.05,-0.32,0.54,-2.37
Aditya Birla Sun Life,Aditya Birla SL Banking & Financial Services Fund-Reg(G),39.61,Equity Funds,500,5000,2371.1,-3.63,11.16,7.27,-0.17,1.08,2.29
Aditya Birla Sun Life,Aditya Birla SL Banking & PSU Debt(G),300.3,Debt Funds,500,5000,8506.4,2.83,6.02,6.65,0.13,0.19,0.23
Aditya Birla Sun Life,Aditya Birla SL CEF-Global Agri-Reg(G),36.82,Equity Funds,500,5000,15.7,8.07,15.78,9.35,0.38,0.1,9.27
Aditya Birla Sun Life,Aditya Birla SL Corp Bond Fund(G),91.42,Debt Funds,100,5000,13504.1,3.13,6.56,7.05,0.34,0.28,0.55
Aditya Birla Sun Life,Aditya Birla SL Credit Risk Fund-Reg(G),16.91,Debt Funds,500,5000,1204.7,6.31,6.27,6.04,1.36,0.19,3.73
Aditya Birla Sun Life,Aditya Birla SL Credit Risk Fund-Segregated Portfolio 1-Reg(G),0.16,Debt Funds,500,5000,66.4,-59.02,,,-1.08,0.07,-66.4
Aditya Birla Sun Life,Aditya Birla SL Digital India Fund(G),114.17,Equity Funds,100,5000,3035.9,-17.82,27.94,24.57,-0.88,0.95,-13.91
Aditya Birla Sun Life,Aditya Birla SL Dividend Yield Fund(G),258.33,Equity Funds,500,5000,810.4,-3.06,18.57,7.83,-0.2,0.81,0.98
Aditya Birla Sun Life,Aditya Birla SL Dynamic Bond Fund-Reg(G),37.51,Debt Funds,500,5000,1780.8,5.17,4.76,4.38,0.8,0.34,2.6
Aditya Birla Sun Life,Aditya Birla SL Dynamic Bond Fund-Segregated Portfolio 1-DAP(G),0.4,Debt Funds,500,5000,50.1,-59.01,,,-1.08,0.08,-66.4
Aditya Birla Sun Life,Aditya Birla SL Dynamic Bond Fund-Segregated Portfolio 1-Reg(G),0.57,Debt Funds,500,5000,50.1,-59.01,,,-1.08,0.07,-66.38
Aditya Birla Sun Life,Aditya Birla SL Equity Advantage Fund(G),607.94,Equity Funds,500,5000,5378.6,-16.18,14.62,6.76,-0.91,1,-12.52
Aditya Birla Sun Life,Aditya Birla SL Equity Hybrid 95 Fund(G),1049.77,Hybrid Funds,500,5000,7687.6,-6.56,11.88,6.98,-0.57,1.08,-7.43
Aditya Birla Sun Life,Aditya Birla SL Equity Savings Fund-Reg(G),17.28,Hybrid Funds,500,5000,505.2,-3.25,8.03,5.72,-0.73,0.46,-5.34
Aditya Birla Sun Life,Aditya Birla SL ESG Fund-Reg(G),12.25,Equity Funds,500,5000,970.1,-13.76,,,-0.8,0.98,-10.18
Aditya Birla Sun Life,Aditya Birla SL Financial Planning FOF Aggressive Plan(G),34.19,Hybrid Funds,500,5000,160,-1.75,14.71,9.38,-0.32,0.59,-3.78
Aditya Birla Sun Life,Aditya Birla SL Financial Planning FOF Conservative Plan(G),24.5,Hybrid Funds,500,5000,14.3,1.25,9.6,7.22,-0.32,0.28,-1.36
Aditya Birla Sun Life,Aditya Birla SL Financial Planning FOF Moderate Plan(G),28.52,Hybrid Funds,500,5000,28.6,-0.04,12.21,8.44,-0.33,0.41,-2.47
Aditya Birla Sun Life,Aditya Birla SL Flexi Cap Fund(G),1118.84,Equity Funds,500,5000,15735,-7.83,15.82,9.66,-0.49,0.94,-3.58
Aditya Birla Sun Life,Aditya Birla SL Floating Rate Fund(G),283.98,Liquid Funds,500,5000,13617.8,3.91,5.66,6.52,2.04,0.09,1.29
Aditya Birla Sun Life,Aditya Birla SL Focused Equity Fund(G),90.68,Equity Funds,500,5000,5712.3,-5.2,14.74,9.68,-0.35,0.93,-0.98
Aditya Birla Sun Life,Aditya Birla SL Frontline Equity Fund(G),342.98,Equity Funds,500,5000,21457.6,-4.28,15.38,9.81,-0.29,0.92,0.18
Aditya Birla Sun Life,Aditya Birla SL G-Sec Fund(G),66.08,Debt Funds,500,5000,1273.1,0.73,5.43,6.24,-0.94,0.52,-1.81
Aditya Birla Sun Life,Aditya Birla SL Global Emerging Opp Fund(G),17.6,Equity Funds,500,5000,244.1,-16.79,10.63,6.72,-0.82,-0.25,-19.23
Aditya Birla Sun Life,Aditya Birla SL Global Excellence Equity FoF(G),19.14,Equity Funds,100,5000,138.7,-20.46,-3.14,1.56,-0.95,0.39,-22.78
Aditya Birla Sun Life,Aditya Birla SL Gold ETF,45.33,Index Funds,500,5000,331.8,5.26,8.5,10.25,0.14,-0.37,1.66
Aditya Birla Sun Life,Aditya Birla SL Gold Fund(G),15.22,Index Funds,100,5000,251.9,4.49,8.12,9.73,0.17,-0.63,2.02
Aditya Birla Sun Life,Aditya Birla SL Income Fund(G),102.66,Debt Funds,500,5000,1541.6,1.43,6.03,6.07,-0.65,0.53,-1.16
Aditya Birla Sun Life,Aditya Birla SL India GenNext Fund(G),144.75,Equity Funds,500,5000,3137.6,0.37,17.97,13.58,-0.05,0.87,3.98
Aditya Birla Sun Life,Aditya Birla SL Infrastructure Fund(G),50.46,Equity Funds,500,5000,549.7,-2.96,19.95,5.97,-0.17,0.88,1.49
Aditya Birla Sun Life,Aditya Birla SL Intl. Equity Fund-A(G),26.87,Equity Funds,500,5000,95.3,-14.47,6.48,8.89,-0.8,0.3,-13.13
Aditya Birla Sun Life,Aditya Birla SL Intl. Equity Fund-B(G),25.44,Equity Funds,500,5000,90.1,-11.62,12,6.88,-0.79,0.77,-8.29
Aditya Birla Sun Life,Aditya Birla SL Liquid Fund(G),349.2,Liquid Funds,500,5000,32807.1,4.18,4.03,5.28,0.68,0.01,0.08
Aditya Birla Sun Life,Aditya Birla SL Low Duration Fund(G),546.2,Debt Funds,500,5000,11969.9,3.5,5.11,6.05,1.62,0.08,0.86
Aditya Birla Sun Life,Aditya Birla SL Medium Term Plan-Reg(G),30.98,Debt Funds,500,5000,1613.9,23.68,10.05,7.58,1.27,0.56,20.61
Aditya Birla Sun Life,Aditya Birla SL Medium Term Plan-Segregated Portfolio 1-Reg(G),0.55,Debt Funds,500,5000,130.7,-59.02,,,-1.08,0.08,-66.38
Aditya Birla Sun Life,Aditya Birla SL Mfg. Equity Fund-Reg(G),19.4,Debt Funds,500,5000,662.6,-53.22,14.6,6.78,-0.59,0.81,-5.75
Aditya Birla Sun Life,Aditya Birla SL Midcap Fund(G),463.16,Equity Funds,500,5000,3550.1,-5.71,20.42,7.91,-0.3,0.88,-0.78
Aditya Birla Sun Life,Aditya Birla SL MNC Fund-Reg(G),946.52,Equity Funds,500,5000,3547.9,-6.42,7.68,5.92,-0.6,0.62,-5.09
Aditya Birla Sun Life,Aditya Birla SL Money Manager Fund(G),303.14, Liquid Funds,500,5000,12964.9,4.15,5.02,6.21,3.94,0.05,1.49
Aditya Birla Sun Life,Aditya Birla SL Multi-Cap Fund-Reg(G),12.31,Equity Funds,500,5000,3678.7,-4.65,,,-0.33,0.87,-0.83
Aditya Birla Sun Life,Aditya Birla SL Nifty 50 Equal Weight Index Fund-Reg(G),11.24,Equity Funds,500,5000,133,-3.56,,,-0.24,0.92,0.81
Aditya Birla Sun Life,Aditya Birla SL Nifty 50 ETF,19.67,Index Funds,500,5000,902.2,-4.07,15.68,12.62,-0.25,0.99,0.93
Aditya Birla Sun Life,Aditya Birla SL Nifty 50 Index Fund-Reg(G),174.19,Equity Funds,100,5000,442,-4.71,14.94,11.7,-0.29,0.99,0.23
Aditya Birla Sun Life,Aditya Birla SL Nifty Bank ETF,40.41,Equity Funds,500,5000,78.2,2.13,,,-0.29,1.1,8.85
Aditya Birla Sun Life,Aditya Birla SL Nifty Midcap 150 Index Fund-Reg(G),13,Equity Funds,500,5000,74.6,-3.99,,,-0.19,0.93,1.34
Aditya Birla Sun Life,Aditya Birla SL Nifty Next 50 ETF,43.01,Equity Funds,500,5000,114.9,-5.01,15.08,,-0.27,0.95,-0.35
Aditya Birla Sun Life,Aditya Birla SL Nifty SDL Plus PSU Bond Sep 2026 60:40 Index Fund-Reg(G),10.12,Debt Funds,500,5000,7477.2,1.08,,,-0.69,0.49,-1.39
Aditya Birla Sun Life,Aditya Birla SL Nifty Smallcap 50 Index Fund-Reg(G),10.54,Index Funds,500,5000,42.1,-24.64,,,-1.11,1.05,-21.87
Aditya Birla Sun Life,Aditya Birla SL Overnight Fund-Reg(G),1174.06,Liquid Funds,500,5000,11156.4,4.04,3.57,,-0.76,,-0.03
Aditya Birla Sun Life,Aditya Birla SL Pharma & Healthcare Fund-Reg(G),17.24,Equity Funds,500,5000,474.7,-12.74,18.89,,-1.05,0.55,-12.9
Aditya Birla Sun Life,Aditya Birla SL PSU Equity Fund-Reg(G),15.53,Equity Funds,500,5000,877.5,4.41,,,0.28,0.81,10.16
Aditya Birla Sun Life,Aditya Birla SL Pure Value Fund(G),72.31,Equity Funds,500,5000,3916,-6.5,16.03,2.87,-0.31,1.04,-0.86
Aditya Birla Sun Life,Aditya Birla SL Regular Savings Fund(G),52.11,Hybrid Funds,500,5000,1654,3.45,9.24,5.95,0.2,0.51,1.23
Aditya Birla Sun Life,Aditya Birla SL Retirement Fund-30-Reg(G),13.24,Hybrid Funds,500,5000,253.1,-4.78,10.05,,-0.4,0.98,-5.92
Aditya Birla Sun Life,Aditya Birla SL Retirement Fund-40-Reg(G),13.05,Hybrid Funds,500,5000,93.1,-3.71,9.18,,-0.44,0.82,-5.32
Aditya Birla Sun Life,Aditya Birla SL Retirement Fund-50 Plus-Debt Plan-Reg(G),11.26,Hybrid Funds,500,5000,29.5,-0.09,2.8,,-1.44,0.5,-2.67
Aditya Birla Sun Life,Aditya Birla SL Retirement Fund-50-Reg(G),11.5,Hybrid Funds,500,5000,27.6,0.07,3.44,,-0.62,0.56,-2.37
Aditya Birla Sun Life,Aditya Birla SL S&P BSE Sensex ETF,57.01,Index Funds,500,5000,109.9,-3.39,15.74,11.12,-0.21,1,1.69
Aditya Birla Sun Life,Aditya Birla SL Savings Fund-Reg(G),450.26,Debt Funds,500,5000,14371.1,4.11,5.19,6.26,3.11,0.07,1.46
Aditya Birla Sun Life,Aditya Birla SL Short Term Fund(G),38.94,Debt Funds,500,5000,5813.4,3.33,6.13,6.54,0.62,0.2,0.73
Aditya Birla Sun Life,Aditya Birla SL Small Cap Fund(G),52.71,Equity Funds,500,5000,2972,-11.06,20.4,5.26,-0.66,0.81,-7.94
Aditya Birla Sun Life,Aditya Birla SL Special Opp Fund-Reg(G),15.12,Equity Funds,500,5000,643.9,-8.72,,,-0.48,0.94,-3.63
Aditya Birla Sun Life,Aditya Birla SL Tax Plan(G),49.07,Equity Funds,500,5000,357.3,-7.89,8.79,5.43,-0.63,0.81,-5.37
Aditya Birla Sun Life,Aditya Birla SL Tax Relief 96(G),40.62,Equity Funds,500,500,13555.4,-7.11,9.65,6.21,-0.57,0.82,-4.46
Axis Mutual Fund,Axis All Seasons Debt FOFs-Reg(G),11.67,Fund of Funds,500,5000,163.4,2.61,,,-0.12,0.36,
Axis Mutual Fund,Axis Arbitrage Fund-Reg(G),15.56,Hybrid Funds,500,5000,3999.3,4.06,3.94,4.84,1.37,-0.02,1.26
Axis Mutual Fund,Axis Balanced Advantage Fund-Reg(G),14.27,Hybrid Funds,500,5000,2377,-2.46,8.27,6.94,-0.56,0.67,-4.54
Axis Mutual Fund,Axis Banking & PSU Debt Fund-Reg(G),2169.05,Debt Funds,500,5000,13314.2,2.87,5.54,6.83,0.29,0.1,0.23
Axis Mutual Fund,Axis Bluechip Fund-Reg(G),43.75,Equity Funds,500,5000,35822.4,-10.62,11.66,12.28,-0.72,0.93,-7.53
Axis Mutual Fund,Axis Childrens Gift Fund-Compulsory Lock in-Reg(G),19.61,Hybrid Funds,500,5000,702.6,-7.79,11.8,10.01,-0.73,0.86,-9.53
Axis Mutual Fund,Axis Childrens Gift Fund-No Lock in-Reg(G),19.6,Hybrid Funds,500,5000,702.6,-7.79,11.8,10.01,-0.73,0.86,-9.5
Axis Mutual Fund,Axis Corp Debt Fund-Reg(G),13.92,Debt Funds,100,5000,3179.2,2.82,6.28,6.42,0.13,0.22,0.23
Axis Mutual Fund,Axis Credit Risk Fund-Reg(G),17.45,Debt Funds,500,5000,652.7,3.27,6.12,5.45,0.59,0.21,0.68
Axis Mutual Fund,Axis Dynamic Bond Fund-Reg(G),23.99,Debt Funds,500,5000,1686,1.09,6.07,6.48,-0.55,0.65,-1.44
Axis Mutual Fund,Axis Equity Hybrid Fund-Reg(G),15.1,Hybrid Funds,500,5000,1864.4,-7.72,11.15,,-0.71,0.85,-9.48
Axis Mutual Fund,Axis Equity Saver Fund-Reg(G),16.81,Hybrid Funds,500,5000,1151.2,-2.5,8.1,7.73,-0.64,0.56,-4.59
Axis Mutual Fund,Axis ESG Equity Fund-Reg(G),14.46,Equity Funds,500,5000,1655.5,-16.95,,,-1.19,0.8,-15.6
Axis Mutual Fund,Axis Flexi Cap Fund-Reg(G),18.08,Equity Funds,500,5000,11039.2,-11.1,12.95,,-0.74,0.92,-8.11
Axis Mutual Fund,Axis Floater Fund-Reg(G),1042.19,Liquid Funds,500,5000,696,3.24,,,0.52,0.2,0.68
Axis Mutual Fund,Axis Focused 25 Fund-Reg(G),40.64,Equity Funds,500,5000,18087.2,-18.99,10.74,10.11,-1.18,0.97,-17.31
Axis Mutual Fund,Axis Gilt Fund-Reg(G),20.65,Debt Funds,500,5000,126.2,1.74,5.84,6.35,-0.5,0.46,-0.81
Axis Mutual Fund,Axis Global Equity Alpha FoF-Reg(G),11.41,Fund of Funds,1000,5000,1014.3,-13.49,,,-0.84,-0.32,-17.84
Axis Mutual Fund,Axis Global Innovation FoF-Reg(G),8.12,Fund of Funds,1000,5000,1127.6,-24.18,,,-1.17,-0.14,-30.9
Axis Mutual Fund,Axis Gold ETF,43.06,Gold & Silver Funds,500,5000,690.5,5.46,8.37,10.31,0.15,-0.37,1.84
Axis Mutual Fund,Axis Gold Fund-Reg(G),15.29,Fund of Funds,100,5000,256.9,5.44,8.64,10.27,0.17,-0.64,1.66
Axis Mutual Fund,Axis Greater China Equity FoF-Reg(G),6.22,Fund of Funds,1000,5000,102.3,-29.4,,,-1.46,-0.28,-36.41
Axis Mutual Fund,Axis Growth Opp Fund-Reg(G),19.9,Equity Funds,500,5000,8334.1,-9.69,20.05,,-0.62,0.78,-6.48
Axis Mutual Fund,Axis Liquid Fund-Reg(G),2411.43,Liquid Funds,500,5000,22527.8,4.23,4.05,5.29,1.3,0.01,0.1
Axis Mutual Fund,Axis Long Term Equity Fund-Reg(G),66.46,Equity Funds,500,5000,31268.5,-16.35,11.43,10.8,-1,0.96,-14.26
Axis Mutual Fund,Axis Midcap Fund-Reg(G),68.32,Equity Funds,500,5000,19461.8,-7.11,20.88,16.5,-0.47,0.83,-3.68
Axis Mutual Fund,Axis Money Market Fund-Reg(G),1173.26,Liquid Funds,500,5000,3624.3,4.07,4.86,,4,0.05,1.41
Axis Mutual Fund,Axis Nifty 100 Index Fund-Reg(G),15.04,Equity Funds,500,5000,850,-4.99,14.54,,-0.31,0.98,-0.25
Axis Mutual Fund,Axis NIFTY 50 ETF,185.88,Equity Funds,500,5000,142.8,-4.09,15.63,12.64,-0.25,0.99,0.91
Axis Mutual Fund,Axis Nifty AAA Bond Plus SDL Apr 2026 50:50 ETF,10.48,Debt Funds,500,5000,1123.9,1.06,,,-0.76,0.44,-1.44
Axis Mutual Fund,Axis Nifty AAA Bond Plus SDL Apr 2026 50:50 ETF FoF-Reg(G),10.08,Fund of Funds,500,5000,222,,,,-0.58,0.36,-1.64
Axis Mutual Fund,Axis NIFTY Bank ETF,407.09,Equity Funds,500,5000,45.9,2.14,,,0.12,1.1,8.87
Axis Mutual Fund,Axis NIFTY Healthcare ETF,83.09,Equity Funds,500,5000,20.7,-8.24,,,-0.59,0.63,-7.18
Axis Mutual Fund,Axis NIFTY India Consumption ETF,78.22,Equity Funds,500,5000,12.3,4.09,,,0.13,0.83,7.01
Axis Mutual Fund,Axis NIFTY IT ETF,288.65,Equity Funds,500,5000,27.5,-20.52,,,-0.86,1.02,-15.65
Axis Mutual Fund,Axis Nifty Smallcap 50 Index Fund-Reg(G),9.21,Equity Funds,500,5000,38.6,,,,-0.63,0.96,-22
Axis Mutual Fund,Axis Overnight Fund-Reg(G),1150.92,Liquid Funds,500,5000,10852,4.12,3.65,,0.64,,0.03
Axis Mutual Fund,Axis Quant Fund-Reg(G),11.09,Equity Funds,500,5000,1306.6,-4.32,,,-0.3,0.86,-0.45
Axis Mutual Fund,Axis Regular Saver Fund-Reg(G),24.44,Hybrid Funds,500,5000,449.3,-0.27,8.38,6.08,-0.62,0.48,-2.72
Axis Mutual Fund,Axis Retirement Savings Fund-Aggressive Plan-Reg(G),12.75,Hybrid Funds,500,5000,657.5,-11.66,,,-1.05,1.04,-14.14
Axis Mutual Fund,Axis Retirement Savings Fund-Conservative Plan-Reg(G),12.19,Hybrid Funds,500,5000,90.8,-4.76,,,-1.05,0.49,-7.16
Axis Mutual Fund,Axis Retirement Savings Fund-Dynamic Plan-Reg(G),13.39,Hybrid Funds,500,5000,294.2,-8.09,,,-0.91,0.86,-10.33
Axis Mutual Fund,Axis Short Term Fund-Reg(G),25.24,Debt Funds,500,5000,7511,2.8,5.78,6.41,0.11,0.22,0.2
Axis Mutual Fund,Axis Small Cap Fund-Reg(G),63.67,Equity Funds,500,5000,10761.1,3.32,27.22,19.11,0.14,0.69,6.07
Axis Mutual Fund,Axis Special Situations Fund-Reg(G),11.78,Equity Funds,500,5000,1750.1,-15.61,,,-0.97,0.85,-12.95
Axis Mutual Fund,Axis Strategic Bond Fund-Reg(G),22.59,Debt Funds,500,5000,1660.1,3.06,6.55,6.42,0.24,0.37,0.55
Axis Mutual Fund,Axis Treasury Advantage Fund-Reg(G),2545.93,Debt Funds,500,5000,5399.9,3.66,5.12,6.22,1.95,0.09,1.03
Axis Mutual Fund,Axis Triple Advantage Fund-Reg(G),29.22,Hybrid Funds,500,5000,1744.8,-8.33,11.77,10.15,-0.8,0.77,-10.41
Axis Mutual Fund,Axis Ultra Short Term Fund-Reg(G),12.32,Debt Funds,500,5000,4157.5,3.45,4.16,,2.3,0.05,0.78
Axis Mutual Fund,Axis Value Fund-Reg(G),10.11,Equity Funds,500,5000,263.6,-5.58,,,-0.35,0.91,-1.36
Bank of India Mutual Fund,Bank of India Arbitrage Fund-Reg(G),11.67,Arbitrage Fund,500,5000,15.2,2.52,2.67,,-0.26,-0.03,-0.25
Bank of India Mutual Fund,Bank of India Balanced Advantage Fund-Reg(G),18.4,Hybrid Funds,500,5000,80.7,10.4,9.22,4.34,0.52,0.69,8.59
Bank of India Mutual Fund,Bank of India Bluechip Fund-Reg(G),10.6,Equity Funds,500,5000,133.1,-9.78,,,-0.64,0.95,-6.07
Bank of India Mutual Fund,Bank of India Conservative Hybrid Fund-Reg(G),27.6,Hybrid Funds,500,5000,56.1,18.85,13.86,6.03,0.87,0.31,17.21
Bank of India Mutual Fund,Bank of India Credit Risk Fund-Reg(G),10.42,Debt Funds,500,5000,165,10.98,14.09,-4.19,1.06,0.11,131.85
Bank of India Mutual Fund,Bank of India Flexi Cap Fund-Reg(G),19.52,Equity Funds,500,5000,323.9,-4.46,,,-0.26,0.91,0.15
Bank of India Mutual Fund,Bank of India Large & Mid Cap Equity Fund-Reg(G),55.41,Equity Funds,500,5000,206.6,-5.39,17.12,8.84,-0.34,0.9,-1.16
Bank of India Mutual Fund,Bank of India Liquid Fund-Reg(G),2492.62,Liquid Funds,500,5000,365.5,4.27,3.98,5.21,1.54,0.01,0.13
Bank of India Mutual Fund,Bank of India Mfg & Infra Fund-Reg(G),29.84,Equity Funds,500,5000,82.7,2.54,25.47,12.59,0.14,0.84,7.31
Bank of India Mutual Fund,Bank of India Mid & Small Cap Equity & Debt Fund-Reg(G),22.61,Hybrid Funds,500,5000,382,-6.03,24.4,10.95,-0.4,0.38,-6.73
Bank of India Mutual Fund,Bank of India Overnight Fund-Reg(G),1102.34,Liquid Funds,500,5000,37,4.21,,,2.31,,0.08
Bank of India Mutual Fund,Bank of India Short Term Income Fund-Reg(G),20.47,Debt Funds,500,5000,46.1,17.59,6.66,1.92,0.98,0.21,15.12
Bank of India Mutual Fund,Bank of India Small Cap Fund-Reg(G),27.26,Equity Funds,500,5000,378.1,0.48,39.1,,-0.01,0.8,4.28
Bank of India Mutual Fund,Bank of India Tax Advantage Fund-Reg(G),99.88,Equity Funds,500,5000,645.6,-6.81,23.37,13.62,-0.42,0.93,-2.72
Bank of India Mutual Fund,Bank of India Ultra Short Duration Fund-Reg(G),2660.33,Debt Funds,500,5000,132.2,3.68,4.09,5.48,2.97,0.04,1.01
Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Aggressive Hybrid Fund-Reg(G),18.59,Hybrid Funds,500,5000,768.5,-3.32,13.76,11.66,-0.34,0.85,-4.18
Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Arbitrage Fund-Reg(G),13.37,Arbitrage Fund,500,5000,494.5,3.3,3.93,4.87,0.6,-0.01,0.53
Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Balanced Advantage Fund-Reg(G),16.49,Hybrid Funds,500,5000,3341.5,-1.38,14.87,,-0.3,0.74,-2.77
Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Banking and Fin Serv Fund-Reg(G),30.58,Equity Funds,500,5000,61.7,-2.75,8.78,8.46,-0.12,1.04,3.25
Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Banking and PSU Bond Fund-Reg(G),10.41,Debt Funds,500,5000,81.7,1.29,,,-0.93,0.32,-1.39
Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Business Cycle Fund-Reg(G),9.84,Equity Funds,500,5000,848.9,-5.41,,,-0.33,0.93,-0.78
Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Conservative Hybrid Fund-Reg(G),35.25,Hybrid Funds,500,5000,510.8,0.15,6.05,5.67,-0.54,0.56,-2.14
Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Corp Bond Fund(G),22.28,Debt Funds,500,5000,27.7,0.78,4.5,3.74,-1.08,0.33,-1.79
Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Credit Risk Fund-Reg(G),18.03,Debt Funds,500,5000,202,3.85,8.19,6.53,1.03,0.23,1.29
Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Dynamic Bond Fund(G),37.43,Debt Funds,500,5000,120.6,2.4,4.48,4.75,-0.23,0.46,-0.2
Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas ELSS Fund-Reg(G),57.78,Equity Funds,500,5000,676.6,-8.63,13.05,8.97,-0.57,0.92,-4.91
Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Equity Savings Fund-Reg(G),12.61,Hybrid Funds,500,5000,284.4,1.53,7.15,,-0.14,0.54,-0.58
Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Focused Fund-Reg(G),14.83,Equity Funds,500,5000,270.3,-4.59,14.42,8.04,-0.29,0.93,-0.1
Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Funds Aqua FoF-Reg(G),8.85,Fund of Funds,500,5000,84.5,-17.33,,,-0.95,0.65,-19.56
Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Gilt Fund-Reg(G),34.16,Debt Funds,500,5000,26,0.46,4.11,5.09,-1.25,0.48,-2.24
Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas India Consumption Fund-Reg(G),20.68,Equity Funds,500,5000,942.6,-0.49,18.51,,-0.11,0.8,2.72
Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Large & Mid Cap Fund-Reg(G),16.18,Equity Funds,500,5000,745,-8.68,,,-0.48,0.93,-3.6
Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Large Cap Fund-Reg(G),141.12,Equity Funds,500,5000,1326.8,-4.31,13.83,11.37,-0.31,0.93,-0.18
Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Liquid Fund(G),2495.31,Liquid Funds,500,5000,3961.2,4.25,4.03,5.27,1.39,0.01,0.13
Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Low Duration Fund(G),33.39,Debt Funds,500,5000,196.6,2.96,4.77,5.62,0.43,0.11,0.33
Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Medium Duration Fund-Reg(G),15.48,Debt Funds,500,5000,34.8,1.77,4.08,2.53,-0.5,0.49,-0.73
Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Mid Cap Fund-Reg(G),59.87,Equity Funds,500,5000,1200.8,-3.6,24.12,11.04,-0.21,0.86,0.93
Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Money Market Fund-Reg(G),1141.88,Debt Funds,500,5000,17.9,3.6,3.63,,3.3,0.03,0.91
Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Multi Cap Fund-Reg(G),169.66,Equity Funds,500,5000,1655.8,-8.43,20.28,11.16,-0.45,0.94,-3.18
Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Overnight Fund-Reg(G),1143.27,Liquid Funds,500,5000,835.6,4.08,3.65,,-0.01,,
Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Short Duration Fund-Reg(G),23.95,Debt Funds,500,5000,283,2.16,4.76,5.88,-0.49,0.24,-0.45
Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Ultra Short Duration Fund-Reg(G),1271.92,Debt Funds,500,5000,518.6,4.24,4.48,,4.01,0.05,1.59
BHARAT Bond,Bharat 22 ETF,53.72,Index Funds,500,5000,9038.6,8.97,14.98,,0.51,0.22,10
BHARAT Bond,BHARAT Bond ETF - April 2023,1191.05,Debt Funds,500,5000,6580,3.53,,,1.13,0.12,0.91
BHARAT Bond,BHARAT Bond ETF - April 2025,1078.59,Debt Funds,500,5000,10012.7,1.28,,,-0.73,0.41,-1.26
BHARAT Bond,BHARAT Bond ETF - April 2030,1207.56,Debt Funds,500,5000,14369.4,2.44,,,-0.1,0.61,-0.03
BHARAT Bond,BHARAT Bond ETF - April 2031,1074.95,Debt Funds,500,5000,11081,2.07,,,-0.21,0.66,-0.45
BHARAT Bond,BHARAT Bond ETF - April 2032,1005.73,Debt Funds,500,5000,7582.7,,,,,,
BHARAT Bond,BHARAT Bond ETF FOF - April 2032 -Reg(G),10.07,Debt Funds,500,5000,2118.2,,,,,,
BHARAT Bond,BHARAT Bond FOF - April 2023 -Reg(G),11.92,Debt Funds,500,5000,3154.8,3.67,,,1.01,0.13,1.06
BHARAT Bond,BHARAT Bond FOF - April 2025 -Reg(G),10.78,Debt Funds,500,5000,3974.5,1.29,,,-0.69,0.36,-1.29
BHARAT Bond,BHARAT Bond FOF - April 2030 -Reg(G),12.06,Debt Funds,500,5000,4536.1,2.3,,,-0.13,0.56,-0.2
