Fund House,Funds,NAV,Fund Type,Minimum SIP,Min_LumpSum,AUM,Returns (1Yr),Returns (3Yr),Returns (5Yr),Sharpe Ratio,Beta,Alpha 
Kotak Mutual Fund,Kotak Bond Fund-Reg(G),62.95,Debt Funds,500,5000,1562.3,0.78,5.37,5.68,-0.8,0.6,-1.71
Kotak Mutual Fund,Kotak Bond Short Term Fund(G),42.92,Debt Funds,500,5000,12724.1,2,5.37,6.12,-0.57,0.29,-0.55
Kotak Mutual Fund,Kotak Corporate Bond Fund(G),3072.96,Debt Funds,500,5000,8585.4,2.72,5.66,6.67,0.05,0.23,0.15
Kotak Mutual Fund,Kotak Credit Risk Fund(G),24.31,Debt Funds,500,5000,1504.5,0.2,4.43,5.43,-1.04,0.15,-2.37
Kotak Mutual Fund,Kotak Debt Hybrid Fund(G),43.91,Hybrid Funds,500,5000,1571.1,1.79,10.68,8.22,-0.13,0.6,-0.35
Kotak Mutual Fund,Kotak Dynamic Bond Fund-Reg(G),30.42,Debt Funds,500,5000,2022.1,1.47,5.67,6.71,-0.62,0.46,-1.06
Kotak Mutual Fund,Kotak Emerging Equity Fund(G),75.9,Equity Funds,100,5000,21996.1,1,25.83,14.49,0.02,0.78,4.76
Kotak Mutual Fund,Kotak Equity Arbitrage Fund(G),30.92,Hybrid Funds,500,5000,22408.4,4.1,4.16,5.04,1.44,-0.02,1.29
Kotak Mutual Fund,Kotak Equity Hybrid Fund(G),40.72,Hybrid Funds,500,5000,2922.1,-0.01,16.86,11.62,-0.09,0.82,-0.63
Kotak Mutual Fund,Kotak Equity Opp Fund(G),204.19,Equity Funds,500,5000,10759.4,0.98,19.46,12.32,0.02,0.87,5.14
Kotak Mutual Fund,Kotak Equity Savings Fund(G),19.13,Hybrid Funds,500,5000,1968.2,4.64,9.34,7.87,0.4,0.3,2.29
Kotak Mutual Fund,Kotak ESG Opportunities Fund-Reg(G),11.55,Thematic Funds,500,5000,1264.2,-9.87,,,-0.59,0.95,-5.47
Kotak Mutual Fund,Kotak Flexicap Fund(G),53.3,Equity Funds,500,5000,-3.18,14.08,10.51,-0.2,1.69,,0.96
Kotak Mutual Fund,Kotak Floating Rate Fund-Reg(G),1230.13,Debt Funds,500,5000,2.61,6.09,,-0.06,0.05,,0.24
Kotak Mutual Fund,Kotak Focused Equity Fund-Reg(G),16.5,Equity Funds,500,5000,-3.96,16.34,,-0.26,0.48,,0.92
Kotak Mutual Fund,Kotak Gilt Fund-PF&Trust(G),80.99,Debt Funds,500,5000,0.95,5.7,6.17,-0.84,-1.54,,0.47
Kotak Mutual Fund,Kotak Gilt Fund-Reg(G),79.17,Debt Funds,500,5000,0.95,5.7,6.17,-0.84,-1.54,,0.47
Kotak Mutual Fund,Kotak Global Emerging Mkt Fund(G),17.73,Thematic Funds,500,5000,-24.04,3.44,2.55,-1.54,-27.72,,0.64
Kotak Mutual Fund,Kotak Global Innovation FoF-Reg(G),6.6,Thematic Funds,500,5000,-34.28,,,-1.3,-41.33,,2.12
Kotak Mutual Fund,Kotak Gold ETF,43.08,Gold & Silver Funds,500,5000,5.26,8.36,10.21,0.15,1.74,,-0.41
Kotak Mutual Fund,Kotak Gold Fund(G),20.24,Gold & Silver Funds,500,5000,4.05,7.95,9.54,0.06,0.5,,-0.54
Kotak Mutual Fund,Kotak India EQ Contra Fund(G),84.64,Equity Funds,500,5000,-3.13,16.66,12.43,-0.22,1.29,,0.92
Kotak Mutual Fund,Kotak Infra & Eco Reform Fund(G),35.96,Thematic Funds,500,5000,7,22.17,10.55,0.39,11.01,,0.77
Kotak Mutual Fund,Kotak International REIT FOF-Reg(G),8.42,Thematic Funds,500,5000,-17.4,,,-1.07,-22.15,,0.65
Kotak Mutual Fund,Kotak Liquid Fund-Reg(G),4387.26,Liquid Funds,500,5000,4.11,3.94,5.17,4.53,0.58,,0.01
Kotak Mutual Fund,Kotak Low Duration Fund(G),2774.85,Debt Funds,500,5000,3.09,5.14,6.11,0.61,0.48,,0.13
Kotak Mutual Fund,Kotak Medium Term Fund(G),18.5,Debt Funds,500,5000,2.4,5.66,5.58,-0.16,-0.1,,0.36
Kotak Mutual Fund,Kotak Money Market Fund(G),3685.6,Debt Funds,500,5000,4.18,4.66,5.95,4.51,1.51,,0.04
Kotak Mutual Fund,Kotak Multi Asset Allocator FoF-Dynamic(G),140.79,Hybrid Funds,500,5000,2.36,18.4,13.45,0.05,0.91,,0.72
Kotak Mutual Fund,Kotak Multicap Fund-Reg(G),10.4,Equity Funds,500,5000,3,,,0.12,7.06,,0.88
Kotak Mutual Fund,Kotak NASDAQ 100 FoF-Reg(G),9.18,Thematic Funds,500,5000,-20.49,,,-0.82,-21.52,,0.81
Kotak Mutual Fund,Kotak Nifty 50 ETF,186.52,Index Funds,500,5000,-4.18,15.55,12.56,-0.26,0.81,,0.99
Kotak Mutual Fund,Kotak Nifty 50 Index Fund-Reg(G),11.21,Index Funds,500,5000,-4.53,,,-0.28,0.35,,0.98
Kotak Mutual Fund,Kotak Nifty 50 Value 20 ETF,96.91,Index Funds,500,5000,-4.69,18.57,16.45,-0.27,0.05,,0.87
Kotak Mutual Fund,Kotak Nifty Bank ETF,409.96,Index Funds,500,5000,2.16,11.11,10.55,0.12,8.9,,1.1
Kotak Mutual Fund,Kotak Nifty IT ETF,28.89,Index Funds,500,5000,-20.4,,,-0.85,-15.5,,1.02
Kotak Mutual Fund,Kotak Nifty Next 50 Index Fund-Reg(G),11.98,Index Funds,500,5000,-5.13,,,-0.28,-0.5,,0.94
Kotak Mutual Fund,Kotak Nifty PSU Bank ETF,313.38,Index Funds,500,5000,14.14,11.99,1.06,0.62,26.49,,1.24
Kotak Mutual Fund,Kotak Overnight Fund-Reg(G),1159.63,Debt Funds,500,5000,4.04,3.57,,5.4,0.53,,
Kotak Mutual Fund,Kotak Pioneer Fund-Reg(G),17.34,Equity Funds,500,5000,-12.17,,,-0.73,-8.72,,0.86
Kotak Mutual Fund,Kotak S&P BSE Sensex ETF,62.44,Index Funds,500,5000,-3.59,15.51,13.63,-0.22,1.49,,1
Kotak Mutual Fund,Kotak Savings Fund(G),35.64,Debt Funds,500,5000,3.79,4.46,5.67,3.08,1.13,,0.06
Kotak Mutual Fund,Kotak Small Cap Fund(G),165.11,Equity Funds,500,5000,-3.18,33.1,16.87,-0.23,-0.1,,0.66
Kotak Mutual Fund,Kotak Tax Saver Fund(G),74.24,Equity Funds,500,5000,1.29,18.73,12.52,0.06,6.07,,0.91
L&T Mutual Fund,L&T Arbitrage Opp Fund-Reg(G),15.82,Arbitrage Fund,500,5000,3.47,4.06,4.89,0.73,0.68,,-0.02
L&T Mutual Fund,L&T Balanced Advantage Fund-Reg(G),31.04,Hybrid Funds,500,5000,-1.82,7.85,6.94,-0.64,-4.08,,0.5
L&T Mutual Fund,L&T Banking and PSU Debt Fund-Reg(G),19.98,Debt Funds,500,5000,0.39,4.91,5.79,-1.05,-2.09,,0.5
L&T Mutual Fund,L&T Business Cycles Fund-Reg(G),23.95,Thematic Funds,500,5000,-0.37,16.53,8.04,-0.05,4.08,,0.91
L&T Mutual Fund,L&T Conservative Hybrid Fund-Reg(G),43.43,Hybrid Funds,500,5000,-0.05,6.2,5.77,-0.5,-2.42,,0.47
L&T Mutual Fund,L&T Credit Risk Fund-Reg(G),23.86,Debt Funds,500,5000,2.48,4.68,4.15,-0.21,-0.13,,0.21
L&T Mutual Fund,L&T Emerging Businesses Fund-Reg(G),47.13,Equity Funds,500,5000,2.05,28.19,12.88,0.12,7.06,,0.84
L&T Mutual Fund,L&T Equity Savings Fund-Reg(G),23.44,Hybrid Funds,500,5000,2.08,10.22,6.92,-0.1,-0.3,,0.33
L&T Mutual Fund,L&T Flexi Bond Fund-Reg(G),24.27,Debt Funds,500,5000,1.81,4.76,5.73,-0.86,-0.83,,0.21
L&T Mutual Fund,L&T Flexicap Fund-Reg(G),120.07,Equity Funds,500,5000,-4.97,14.04,8.82,-0.34,-0.98,,0.89
L&T Mutual Fund,L&T Focused Equity Fund-Reg(G),15.54,Equity Funds,500,5000,-7.18,11.78,,-0.55,-4.44,,0.8
L&T Mutual Fund,L&T Gilt Fund-Reg(G),55.24,Debt Funds,500,5000,0.95,4.52,5.13,-1.34,-1.74,,0.31
L&T Mutual Fund,L&T Hybrid Equity Fund-Reg(G),36.64,Hybrid Funds,500,5000,-5.28,11.63,7.56,-0.46,-6.3,,0.76
L&T Mutual Fund,L&T India Large Cap Fund-Reg(G),41.07,Equity Funds,500,5000,-4.94,13.51,10.32,-0.31,-0.2,,0.98
L&T Mutual Fund,L&T India Value Fund-Reg(G),57.94,Equity Funds,500,5000,-4.92,18.57,9.79,-0.28,-0.03,,0.94
L&T Mutual Fund,L&T Infrastructure Fund-Reg(G),24.86,Thematic Funds,500,5000,0.16,17.48,7.56,0.05,5.95,,0.89
L&T Mutual Fund,L&T Large and Midcap Fund-Reg(G),72.5,Equity Funds,500,5000,-1.48,15.96,8.48,-0.09,3.65,,0.99
L&T Mutual Fund,L&T Liquid Fund-Reg(G),2975.45,Liquid Funds,500,5000,4.18,4,5.23,0.91,0.08,,0.01
L&T Mutual Fund,L&T Low Duration Fund-Reg(G),23.36,Debt Funds,500,5000,3.21,4.8,5.07,1.21,0.55,,0.07
L&T Mutual Fund,L&T Midcap Fund-Reg(G),205.99,Equity Funds,500,5000,-6.98,17.08,8.03,-0.51,-4.33,,0.77
L&T Mutual Fund,L&T Money Market Fund-Reg(G),21.83,Debt Funds,500,5000,3.38,4.04,5.53,1.97,0.73,,0.05
L&T Mutual Fund,L&T Nifty 50 Index Fund-Reg(G),19.82,Index Funds,500,5000,-4.59,,,-0.28,0.35,,0.99
L&T Mutual Fund,L&T Nifty Next 50 Index Fund-Reg(G),18.07,Debt Funds,500,5000,59.3,-6.01,,,-0.33,0.94,-1.44
L&T Mutual Fund,L&T Overnight Fund-Reg(G),1618.03,Debt Funds,500,5000,2357,4.04,3.48,4.23,-0.74,,-0.03
L&T Mutual Fund,L&T Resurgent India Bond Fund-Reg(G),16.57,Debt Funds,500,5000,686.6,1.51,5.7,5.34,-0.79,0.37,-1.08
L&T Mutual Fund,L&T Short Term Bond Fund-Reg(G),21.77,Debt Funds,500,5000,3514.8,1.79,5.07,5.99,-0.87,0.23,-0.81
L&T Mutual Fund,L&T Tax Advt Fund-Reg(G),79.6,Tax Saving Funds,500,5000,3178.3,-4.59,14.43,8.15,-0.26,1.02,0.48
L&T Mutual Fund,L&T Triple Ace Bond Fund-Reg(G),59.56,Debt Funds,500,5000,6778.9,1.18,6.18,6.8,-0.59,0.59,-1.39
L&T Mutual Fund,L&T Ultra Short Term Fund(G),36.21,Debt Funds,500,5000,1510.3,3.86,4.39,5.6,3.53,0.05,1.18
LIC Mutual Fund,LIC MF Arbitrage Fund-Reg(G),11.59,Arbitrage Fund,500,5000,29,3.7,3.53,,0.92,-0.02,0.88
LIC Mutual Fund,LIC MF Banking & Financial Services Fund-Reg(G),15.24,Equity Funds,500,5000,72.2,3.69,10.07,6.57,0.18,1.04,9.55
LIC Mutual Fund,LIC MF Banking & PSU Debt Fund(G),28.58,Debt Funds,500,5000,1290.5,2.16,4.68,6.1,-0.77,0.15,-0.48
LIC Mutual Fund,LIC MF Bond Fund-Reg(G),58.51,Debt Funds,500,5000,128.1,1.44,4.09,4.88,-0.54,0.6,-1.08
LIC Mutual Fund,LIC MF Childrens Gift Fund(G),23.63,Hybrid Funds,500,5000,13.4,-5.02,9.62,6.73,-0.41,0.96,-5.67
LIC Mutual Fund,LIC MF Debt Hybrid Fund(G),67.72,Hybrid Funds,500,5000,65.4,0.19,6.19,5.87,-0.53,0.44,-2.07
LIC Mutual Fund,LIC MF Equity Hybrid Fund(G),135.82,Hybrid Funds,500,5000,423.5,-4.07,8.53,7.7,-0.41,0.87,-5.01
LIC Mutual Fund,LIC MF Flexi Cap Fund-Reg(G),66.73,Equity Funds,500,5000,410,-3.91,11.03,9.1,-0.26,0.88,0.38
LIC Mutual Fund,LIC MF G-Sec Fund-PF(G),28.51,Debt Funds,500,5000,48.1,1.03,4.64,5.98,-1.29,0.32,-1.66
LIC Mutual Fund,LIC MF G-Sec Fund-Reg(G),49.36,Debt Funds,500,5000,48.1,1.03,4.64,5.98,-1.29,0.32,-1.66
LIC Mutual Fund,LIC MF Gsec Long Term ETF,22.19,Index Funds,500,5000,924.4,-0.08,4.01,5.32,-0.65,1.12,-2.52
LIC Mutual Fund,LIC MF Infra Fund-Reg(G),23.71,Thematic Funds,500,5000,90.6,6.3,18.33,11.14,0.29,0.81,10
LIC Mutual Fund,LIC MF Large & Midcap Fund-Reg(G),24.65,Equity Funds,500,5000,1966.7,-4.25,16.85,11.38,-0.31,0.86,-0.5
LIC Mutual Fund,LIC MF Large Cap Fund-Reg(G),39.79,Equity Funds,500,5000,674.4,-8.08,12.27,10.03,-0.54,0.95,-4.28
LIC Mutual Fund,LIC MF Liquid Fund-Reg(G),3923.18,Liquid Funds,500,5000,4652.7,4.1,4,5.2,0.08,0.01,0.03
LIC Mutual Fund,LIC MF Nifty 100 ETF,189.03,Index Funds,500,5000,539,-4.17,15.49,11.92,-0.26,0.98,0.68
LIC Mutual Fund,LIC MF Nifty 50 ETF,188.9,Index Funds,500,5000,640.1,-4.09,15.68,12.66,-0.25,0.99,0.91
LIC Mutual Fund,LIC MF Nifty 50 Index Fund(G),96.71,Index Funds,500,5000,58.1,-4.96,14.5,11.34,-0.3,0.99,-0.05
LIC Mutual Fund,LIC MF Overnight Fund-Reg(G),1126.01,Debt Funds,500,5000,608.6,4.05,3.57,,-0.72,,-0.03
LIC Mutual Fund,LIC MF S&P BSE Sensex ETF,639.93,Index Funds,500,5000,577.5,-3.45,15.72,13.87,-0.21,1,1.64
LIC Mutual Fund,LIC MF S&P BSE Sensex Index Fund(G),109.95,Index Funds,500,5000,52.4,-4.36,14.69,12.65,-0.27,1,0.66
LIC Mutual Fund,LIC MF Savings Fund(G),32.98,Debt Funds,500,5000,943.4,3.19,4.86,5.01,1.19,0.08,0.53
LIC Mutual Fund,LIC MF ST Debt Fund-Reg(G),12.1,Debt Funds,500,5000,155.1,1.17,4.12,,-1.7,0.22,-1.51
LIC Mutual Fund,LIC MF Tax Plan-Reg(G),100.55,Tax Saving Funds,500,5000,420.5,-4.84,12.82,10.45,-0.36,0.91,-1.21
LIC Mutual Fund,LIC MF ULIS,27.26,Thematic Funds,500,5000,427.9,-3.19,12.03,9.67,-0.36,0.93,-4.54
LIC Mutual Fund,LIC MF Ultra Short Term Fund-Reg(G),1114.17,Liquid Funds,500,5000,31.8,3.67,,,3.31,0.04,1.01
Mahindra Manulife Mutual Fund,Mahindra Manulife Arbitrage Yojana-Reg(G),10.62,Arbitrage Fund,500,5000,26.8,2.89,,,0.11,-0.05,0.08
Mahindra Manulife Mutual Fund,Mahindra Manulife Asia Pacific REITs FOF-Reg(G),7.65,Thematic Funds,500,5000,30.6,,,,-2.04,0.4,-28.48
Mahindra Manulife Mutual Fund,Mahindra Manulife Dynamic Bond Yojana-Reg(G),11.77,Debt Funds,500,5000,75.5,-0.3,2.96,,-1.49,0.53,-2.92
Mahindra Manulife Mutual Fund,Mahindra Manulife ELSS Kar Bachat Yojana-Reg(G),18.89,Equity Funds,500,5000,494.4,-3.44,17.41,9.69,-0.23,0.93,1.11
Mahindra Manulife Mutual Fund,Mahindra Manulife Equity Savings Dhan Sanchay Yojana-Reg(G),15.75,Hybrid Funds,500,5000,443.8,-1.45,11.14,7.62,-0.4,0.43,-3.2
Mahindra Manulife Mutual Fund,Mahindra Manulife Flexi Cap Yojana-Reg(G),10.22,Equity Funds,500,5000,965.5,-3.77,,,-0.25,0.94,0.86
Mahindra Manulife Mutual Fund,Mahindra Manulife Focused Equity Yojana-Reg(G),15.64,Equity Funds,500,5000,587.8,-1.02,,,-0.08,0.96,3.93
Mahindra Manulife Mutual Fund,Mahindra Manulife Hybrid Equity Nivesh Yojana-Reg(G),17.09,Hybrid Funds,500,5000,532.4,-1.63,17.08,,-0.2,0.74,-2.32
Mahindra Manulife Mutual Fund,Mahindra Manulife Large Cap Pragati Yojana-Reg(G),15.57,Equity Funds,500,5000,199.4,-5.75,13.7,,-0.36,0.95,-1.03
Mahindra Manulife Mutual Fund,Mahindra Manulife Liquid Fund-Reg(G),1410.55,Liquid Funds,500,5000,477.9,4.22,4.07,5.29,1.07,0.01,0.1
Mahindra Manulife Mutual Fund,Mahindra Manulife Low Duration Fund-Reg(G),1360.32,Debt Funds,500,5000,421.4,2.99,4.38,5.44,0.67,0.08,0.33
Mahindra Manulife Mutual Fund,Mahindra Manulife Mid Cap Unnati Yojana-Reg(G),17.59,Equity Funds,500,5000,1029.6,-5.8,22.44,,-0.28,0.88,-0.53
Mahindra Manulife Mutual Fund,Mahindra Manulife Multi Cap Badhat Yojana-Reg(G),20.89,Equity Funds,500,5000,1426.3,-4.8,23.29,14.28,-0.23,0.96,0.81
Mahindra Manulife Mutual Fund,Mahindra Manulife Overnight Fund-Reg(G),1125.43,Debt Funds,500,5000,127.4,4.08,3.59,,-0.15,,
Mahindra Manulife Mutual Fund,Mahindra Manulife Rural Bharat and Consumption Yojana-Reg(G),14.96,Thematic Funds,500,5000,56.3,4.97,14.04,,0.25,0.78,8.37
Mahindra Manulife Mutual Fund,Mahindra Manulife Short Term Fund-Reg(G),10.52,Debt Funds,500,5000,55.8,1.93,,,-0.74,0.25,-0.68
Mahindra Manulife Mutual Fund,Mahindra Manulife Top 250 Nivesh Yojana-Reg(G),17.11,Equity Funds,500,5000,984.9,-5.15,,,-0.26,0.94,0.23
Mahindra Manulife Mutual Fund,Mahindra Manulife Ultra Short Term Fund-Reg(G),1141.95,Liquid Funds,500,5000,166,3.7,4.5,,3.19,0.04,1.03
Mirae Asset Mutual Fund,Mirae Asset Arbitrage Fund-Reg(G),10.84,Arbitrage Fund,500,5000,374,3.6,,,0.86,0.01,0.78
Mirae Asset Mutual Fund,Mirae Asset Banking and Financial Services Fund-Reg(G),12.84,Equity Funds,500,5000,1137.5,-3.33,,,-0.16,1.05,2.47
Mirae Asset Mutual Fund,Mirae Asset Banking and PSU Debt Fund-Reg(G),10.68,Debt Funds,500,5000,103.3,1.94,,,-0.8,0.21,-0.71
Mirae Asset Mutual Fund,Mirae Asset Cash Management-Reg(G),2273.95,Debt Funds,500,5000,3922.9,4.18,4.01,5.23,5.31,0.01,0.63
Mirae Asset Mutual Fund,Mirae Asset Corp Bond Fund-Reg(G),10.49,Debt Funds,500,5000,76.8,1.72,,,-0.88,0.25,-0.91
Mirae Asset Mutual Fund,Mirae Asset Dynamic Bond Fund-Reg(G),13.47,Debt Funds,500,5000,239.3,0.32,4.31,5.42,-0.96,0.57,-2.19
Mirae Asset Mutual Fund,Mirae Asset Emerging Bluechip-Reg(G),94.83,Equity Funds,500,5000,22927.4,-8.58,20.58,13.87,-0.54,0.9,-4.41
Mirae Asset Mutual Fund,Mirae Asset Equity Allocator FoF-Reg(G),16.07,Fund of Funds,500,5000,372.6,-4.8,,,-0.29,1.01,-4.56
Mirae Asset Mutual Fund,Mirae Asset Equity Savings Fund-Reg(G),14.91,Hybrid Funds,500,5000,581.4,0.63,11.58,,-0.21,0.59,-1.16
Mirae Asset Mutual Fund,Mirae Asset Focused Fund-Reg(G),18.45,Equity Funds,500,5000,8588.3,-11.87,17.68,,-0.73,0.91,-7.89
Mirae Asset Mutual Fund,Mirae Asset Great Consumer Fund-Reg(G),59.85,Thematic Funds,500,5000,2004.1,3.62,18.03,14.27,0.17,0.8,7.33
Mirae Asset Mutual Fund,Mirae Asset Healthcare Fund-Reg(G),21.85,Thematic Funds,500,5000,1728.1,-7.79,28.68,,-0.68,0.59,-7.28
Mirae Asset Mutual Fund,Mirae Asset Hybrid Equity Fund-Reg(G),22.09,Hybrid Funds,500,5000,6933.1,-3.47,14.05,10.64,-0.36,0.89,-4.23
Mirae Asset Mutual Fund,Mirae Asset Large Cap Fund-Reg(G),78.34,Equity Funds,500,5000,32980.7,-6.53,14.9,11.24,-0.41,0.93,-2.04
Mirae Asset Mutual Fund,Mirae Asset Midcap Fund-Reg(G),21.54,Equity Funds,500,5000,8439.3,-1.2,26.31,,-0.09,0.85,3
Mirae Asset Mutual Fund,Mirae Asset Money Market Fund-Reg(G),1043.4,Debt Funds,500,5000,58.1,3.76,,,4.6,0.02,1.08
Mirae Asset Mutual Fund,Mirae Asset Nifty 100 ESG Sector Leaders ETF,29.11,Index Funds,500,5000,155.3,-6.76,,,-0.43,0.97,-2.44
Mirae Asset Mutual Fund,Mirae Asset Nifty 100 ESG Sector Leaders FoF-Reg(G),12.86,Fund of Funds,500,5000,129.3,-7.27,,,-0.47,1.1,-7.59
Mirae Asset Mutual Fund,Mirae Asset Nifty 50 ETF,182.66,Index Funds,500,5000,936.3,-4.11,15.62,,-0.25,0.99,0.88
Mirae Asset Mutual Fund,Mirae Asset Nifty Financial Services ETF,18.22,Thematic Funds,500,5000,243.3,-4.6,,,-0.21,1.11,1.49
Mirae Asset Mutual Fund,Mirae Asset Nifty Next 50 ETF,422.7,Index Funds,500,5000,96.5,-5.11,,,-0.28,0.95,-0.45
Mirae Asset Mutual Fund,Mirae Asset NYSE FANG+ ETF,37.77,Thematic Funds,500,5000,1012.2,-33.29,,,-0.82,2.17,-33.14
Mirae Asset Mutual Fund,Mirae Asset NYSE FANG+ETF FoF-Reg(G),8.13,Fund of Funds,500,5000,721.8,-29.23,,,-1.13,0.84,-36.99
Mirae Asset Mutual Fund,Mirae Asset Overnight Fund-Reg(G),1114.76,Debt Funds,500,5000,877.6,4.09,3.67,,5.72,,0.55
Mirae Asset Mutual Fund,Mirae Asset S&P 500 Top 50 ETF,25.55,Thematic Funds,500,5000,435.3,-11.7,,,-0.46,1.11,-11.31
Mirae Asset Mutual Fund,Mirae Asset S&P 500 Top 50 ETF FoF-Reg(G),9.22,Fund of Funds,500,5000,336,-10.37,,,-0.62,0.68,-13.13
Mirae Asset Mutual Fund,Mirae Asset Savings Fund-Reg Savings Plan(G),1875.9,Debt Funds,500,5000,617.7,3.25,4.36,5.1,1.28,0.08,0.6
Mirae Asset Mutual Fund,Mirae Asset Short Term Fund-Reg(G),13,Debt Funds,500,5000,397.1,2.24,4.85,,-0.51,0.21,-0.38
Mirae Asset Mutual Fund,Mirae Asset Tax Saver Fund-Reg(G),30.6,Tax Saving Funds,500,5000,12925,-7.48,19.52,14.02,-0.46,0.93,-3
Mirae Asset Mutual Fund,Mirae Asset Ultra Short Duration Fund-Reg(G),1077.87,Liquid Funds,500,5000,232.1,4.01,,,4.59,0.03,1.34
Motilal Oswal Mutual Fund,Motilal Oswal 5 Year G-Sec FoF-Reg(G),10.09,Fund of Funds,500,5000,7.9,0.87,,,-0.42,0.84,-1.46
Motilal Oswal Mutual Fund,Motilal Oswal Asset Allocation Passive FoF-Aggressive-Reg(G),11.32,Fund of Funds,500,5000,52.4,-3.93,,,-0.45,0.6,-5.01
Motilal Oswal Mutual Fund,Motilal Oswal Asset Allocation Passive FoF-Conservative-Reg(G),10.97,Fund of Funds,500,5000,46,-2.08,,,-0.57,0.65,-3.88
Motilal Oswal Mutual Fund,Motilal Oswal Dynamic Fund-Reg(G),15.51,Equity Funds,500,5000,813.2,-1.57,6.18,5.74,-0.3,0.69,-2.92
Motilal Oswal Mutual Fund,Motilal Oswal Equity Hybrid Fund-Reg(G),15.48,Hybrid Funds,500,5000,406.1,-2.04,11.14,,-0.29,0.68,-3.25
Motilal Oswal Mutual Fund,Motilal Oswal Flexi Cap Fund-Reg(G),34.36,Equity Funds,500,5000,9367,-6.58,8.75,5.61,-0.39,0.95,-1.92
Motilal Oswal Mutual Fund,Motilal Oswal Focused 25 Fund-Reg(G),33.2,Equity Funds,500,5000,1742,-4.26,12.64,9.73,-0.29,0.9,-0.13
Motilal Oswal Mutual Fund,Motilal Oswal Large & Midcap Fund-Reg(G),16.46,Debt Funds,100,5000,1335.3,-3.98,18.02,,-0.24,0.91,0.58
Motilal Oswal Mutual Fund,Motilal Oswal Liquid Fund-Reg(G),11.6,Liquid Funds,500,5000,475.6,3.8,3.47,,2.45,0.01,0.35
Motilal Oswal Mutual Fund,Motilal Oswal Long Term Equity Fund-Reg(G),26.46,Equity Funds,500,5000,2182.8,-5.08,13.83,9.1,-0.32,0.93,-0.81
Motilal Oswal Mutual Fund,Motilal Oswal Midcap Fund-Reg(G),52.26,Index Funds,500,5000,3409,15.04,26.63,15.48,0.77,0.83,19.78
Motilal Oswal Mutual Fund,Motilal Oswal Multi Asset Fund-Reg(G),10.67,Thematic Funds,500,5000,151.4,-1.64,,,-0.82,0.2,-3.96
Motilal Oswal Mutual Fund,Motilal Oswal Nasdaq 100 ETF,89.75,Fund of Funds,500,5000,4786.3,-19.71,17.58,18,-0.6,0.8,-17.97
Motilal Oswal Mutual Fund,Motilal Oswal Nasdaq 100 FOF-Reg(G),18.93,Thematic Funds,500,5000,3087.7,-19.63,16.86,,-0.65,1.71,-18.35
Motilal Oswal Mutual Fund,Motilal Oswal Nifty 5 Year Benchmark G-Sec ETF,49.25,Index Funds,500,5000,55,0.91,,,-0.63,0.8,-1.64
Motilal Oswal Mutual Fund,Motilal Oswal Nifty 50 ETF,175.84,Index Funds,500,5000,30.4,-4,15.51,12.38,-0.25,0.99,0.98
Motilal Oswal Mutual Fund,Motilal Oswal Nifty 50 Index Fund-Reg(G),14.55,Index Funds,500,5000,206.4,-4.63,,,-0.28,0.99,0.33
Motilal Oswal Mutual Fund,Motilal Oswal Nifty 500 Index Fund-Reg(G),16.81,Index Funds,500,5000,344.8,-5.03,16.52,,-0.3,0.97,-0.2
Motilal Oswal Mutual Fund,Motilal Oswal Nifty Bank Index Fund-Reg(G),14.4,Index Funds,500,5000,299.1,1.37,10.56,,0.09,1.1,8.09
Motilal Oswal Mutual Fund,Motilal Oswal Nifty Midcap 100 ETF,32.8,Index Funds,500,5000,202.2,-5.34,24.59,10.9,-0.22,1,0.81
Motilal Oswal Mutual Fund,Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),20.5,Index Funds,500,5000,621.5,-4.09,24.95,,-0.19,0.93,1.23
Motilal Oswal Mutual Fund,Motilal Oswal Nifty Next 50 Index Fund-Reg(G),14.53,Index Funds,500,5000,132.8,-5.91,,,-0.32,0.95,-1.34
Motilal Oswal Mutual Fund,Motilal Oswal Nifty Smallcap 250 Index Fund-Reg(G),20.3,Index Funds,500,5000,299.7,-7.46,25.39,,-0.34,0.9,-2.44
Motilal Oswal Mutual Fund,Motilal Oswal S&P 500 Index Fund-Reg(G),13.84,Index Funds,500,5000,2275.4,-10.14,,,-0.38,0.34,-6.65
Motilal Oswal Mutual Fund,Motilal Oswal Ultra Short Term Fund-Reg(G),14.13,Liquid Funds,500,5000,98.3,2.98,3.41,1.54,1.05,0.03,0.3
Navi Mutual Fund,Navi 3 in 1 Fund-Reg(G),23.67,Hybrid Funds,500,5000,15.9,0.36,9.56,7.44,-0.12,0.35,-1.18
Navi Mutual Fund,Navi ELSS Tax Saver Fund-Reg(G),20.21,Equity Funds,500,5000,57.8,-7.85,11.84,7.82,-0.47,0.94,-3.2
Navi Mutual Fund,Navi Equity Hybrid Fund-Reg(G),14.39,Hybrid Funds,500,5000,86,-2.14,10.42,,-0.27,0.86,-3.12
Navi Mutual Fund,Navi Flexi Cap Fund-Reg(G),16.03,Equity Funds,500,5000,209.5,-4.83,14.41,,-0.3,0.95,-0.23
Navi Mutual Fund,Navi Large & Midcap Fund-Reg(G),24.78,Equity Funds,500,5000,244.3,-2.71,17.29,10.96,-0.16,0.93,2.27
Navi Mutual Fund,Navi Large Cap Equity Fund-Reg(G),30.76,Equity Funds,500,5000,91.3,-2.56,9.99,7,-0.24,0.96,-3.55
